sku,name,generic_name,brand_name,category_code,strength,base_unit_abbreviation,purchase_unit_abbreviation,dispensing_unit_abbreviation,selling_price,reorder_level,status,manage_stock
ACE-120ML-SYP,"ACEFYL 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,175,1,active,1
COS-120ML-SYP,"COSOME 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,175,1,active,1
BRU-30GM-DROPS,"BRUFEN 30G CREAM",,,DROPS,30GM,DRP,DRP,DRP,101.69,1,active,1
BRU-90ML-SYP,"BRUFEN DS 90ML SYP",,,SYP,90ML,SYP,SYP,SYP,118.079999999999998,1,active,1
DUP-120ML-SYP,"DUPHALAC (S) 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,306.57999999999998,1,active,1
SER-8MG-TABCAP,"SERC 8MG TAB",,,TAB_CAP,8MG,TAB,TAB,TAB,485,1,active,1
DEP-20MG-TABCAP,"DEPEX 20MG CAP",,,TAB_CAP,20MG,TAB,TAB,TAB,26.33,10,active,1
EVI-400MG-TABCAP,"EVION 400MG CAP",,,TAB_CAP,400MG,TAB,TAB,TAB,14.13,1,active,1
LEX-120ML-SYP,"LEXOBERON 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,220,1,active,1
OVI-TABCAP,"OVI-F TAB",,,TAB_CAP,,TAB,TAB,TAB,41.22,1,active,1
ALP-5ML-DROPS,"ALPHAGAN OPTHALMIC 5ML DROPS",,,DROPS,5ML,DRP,DRP,DRP,850,1,active,1
FEB-60ML-SYP,"FEBROL 60ML SUSP",,,SYP,60ML,SYP,SYP,SYP,60.9,1,active,1
FEB-60ML-SYP-001,"FEBROL DS 60ML SUSP",,,SYP,60ML,SYP,SYP,SYP,87.7,1,active,1
SIT-TABCAP-007,"SITA-MET 50/500 TAB",,,TAB_CAP,,TAB,TAB,TAB,45.13,1,active,1
RIV-10ML-DROPS,"RIVOTRIL 10ML DROPS",,,DROPS,10ML,DRP,DRP,DRP,370,1,active,1
VON-20MG-TABCAP,"voniza 20mg tab",,,TAB_CAP,20MG,TAB,TAB,TAB,55.89,10,active,1
CLE-40MG-INJ,"CLEXANE 40MG INJ",,,INJ,40MG,INJ,INJ,INJ,0,10,inactive,1
FOS-MISC,"FOSTER INH",,,MISC,,PC,PC,PC,1580,10,active,1
MYO-TABCAP-001,MYOXEC,,,TAB_CAP,,TAB,TAB,TAB,74.5,10,active,1
ANR-TABCAP,"ANREB H",,,TAB_CAP,,TAB,TAB,TAB,25.65,10,active,1
MET-45ML-MISC,"METHYLETED SPIRIT SP 45ML",,,MISC,45ML,PC,PC,PC,80,10,active,1
ORS-SACHET,ORS,,,SACHET,,SACH,SACH,SACH,30,10,active,1
IMM-INJ,"IMMATET INJ",,,INJ,,INJ,INJ,INJ,100,10,active,1
AZM-250MG-TABCAP,"AZM 250MG",,,TAB_CAP,250MG,TAB,TAB,TAB,9.46,10,active,1
MUS-4MG-INJ,"MUSCOREL  INJ 4MG",,,INJ,4MG,INJ,INJ,INJ,100,10,active,1
DEP-20MG-TABCAP-001,"DEPRICAP 20MG CAP",,,TAB_CAP,20MG,TAB,TAB,TAB,30,10,active,1
LAM-25MG-TABCAP,"LAMNET 25MG TAB",,,TAB_CAP,25MG,TAB,TAB,TAB,15.050000000000001,10,active,1
LEC-50MG-TABCAP,"LECOLEP 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,39.29,10,active,1
NIL-50ML-DROPS,"NILSTAT 50ML DROPS",,,DROPS,50ML,DRP,DRP,DRP,169.13,10,active,1
CAL-TABCAP-001,"CALPOL TAB",,,TAB_CAP,,TAB,TAB,TAB,32,10,active,1
LAC-50MG-TABCAP-001,"LACOLEP 50MG",,,TAB_CAP,50MG,TAB,TAB,TAB,39.29,10,active,1
LAM-25MG-TABCAP-001,"LAMNAT 25MG",,,TAB_CAP,25MG,TAB,TAB,TAB,15.050000000000001,10,active,1
HCQ-200MG-TABCAP,"HCQ 200MG",,,TAB_CAP,200MG,TAB,TAB,TAB,17.98,10,active,1
DAI-INJ,"daizipam inj",,,INJ,,INJ,INJ,INJ,200,10,active,1
ESO-TABCAP,ESOTON,,,TAB_CAP,,TAB,TAB,TAB,30.36,10,active,1
DIJ-SYP,"DIJEX MP SYP",,,SYP,,SYP,SYP,SYP,190,10,active,1
CIT-20MG-TABCAP,"CITANEW 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,48.79,10,active,1
AMO-50MG-TABCAP,"AMORIN 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,25,10,active,1
HYZ-SYP-001,HYZITAK,,,SYP,,SYP,SYP,SYP,260,10,active,1
ORT-MISC,"ORTHRAM GEL",,,MISC,,PC,PC,PC,136.83000000000001,10,active,1
LOP-TABCAP,"LOPRIN TAB",,,TAB_CAP,,TAB,TAB,TAB,2.61,10,active,1
VOL-INJ,"VOLRON INJ",,,INJ,,INJ,INJ,INJ,30,10,active,1
ACE-SYP,"ACELYF SYP",,,SYP,,SYP,SYP,SYP,81,10,active,1
PRO-TABCAP-004,"PROGYLUTON TAB",,,TAB_CAP,,TAB,TAB,TAB,43.82,10,active,1
IND-10MG-TABCAP,"INDERAL 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,3.11,10,active,1
DAP-10MG-TABCAP,"DAPA 10MG",,,TAB_CAP,10MG,TAB,TAB,TAB,40.89,10,active,1
ART-50MG-TABCAP,"ARTIFEN 50MG",,,TAB_CAP,50MG,TAB,TAB,TAB,7.71,10,active,1
ACE-SYP-001,"ACEFYL SYP",,,SYP,,SYP,SYP,SYP,150,10,active,1
IND-10MG-TABCAP-001,"INDRAL 10MG",,,TAB_CAP,10MG,TAB,TAB,TAB,3.1,10,active,1
PRA-20MG-TABCAP,"PRAMCIT 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,30,10,active,1
NAZ-2MG-TABCAP,"NAZE 2MG TAB",,,TAB_CAP,2MG,TAB,TAB,TAB,14.17,10,active,1
MAS-800MG-TABCAP,"MASACOL 800MG TAB",,,TAB_CAP,800MG,TAB,TAB,TAB,71.3,10,active,1
EVO-100MG-TABCAP,"EVOKALM 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,42.6,10,active,1
NET-50GM-MISC,"NET MOSQUITO 50GM",,,MISC,50GM,PC,PC,PC,220,10,active,1
DAV-TABCAP,"DAVIZIN TAB",,,TAB_CAP,,TAB,TAB,TAB,6.79,10,active,1
TOO-SYP,"TOOT SIAH SYP",,,SYP,,SYP,SYP,SYP,200,10,active,1
IVL-MISC,"IV LINE 22"" (I-CATH)",,,MISC,,PC,PC,PC,350,10,active,1
IVL-MISC-001,"IV LINE 24"" (I-CATH)",,,MISC,,PC,PC,PC,350,10,active,1
UNI-1GM-INJ-001,"UNIXONE 1GM INJ",,,INJ,1GM,INJ,INJ,INJ,510,10,active,1
TYL-120ML-SYP,"TYLEAF 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,230,10,active,1
ANS-TABCAP,"ANSAID TAB",,,TAB_CAP,,TAB,TAB,TAB,12.73,10,active,1
KAM-INJ,"KAMENATE INJ",,,INJ,,INJ,INJ,INJ,20,10,active,1
KAM-INJ-001,"KAMEDEX INJ",,,INJ,,INJ,INJ,INJ,20,10,active,1
PRO-MISC-004,"PROLIN 5.0",,,MISC,,PC,PC,PC,1000,10,active,1
IVS-MISC,IV-SET,,,MISC,,PC,PC,PC,100,10,active,1
JMS-250ML-MISC,"JMS BLOOD BAG 250ML",,,MISC,250ML,PC,PC,PC,1050,10,active,1
DAG-MISC,"D/A GLOVE",,,MISC,,PC,PC,PC,0.9,10,active,1
INS-MISC-003,"INSOLINE SYRINGE",,,MISC,,PC,PC,PC,50,10,active,1
PEP-40MG-TABCAP,"PEPKAP 40MG CAP",,,TAB_CAP,40MG,TAB,TAB,TAB,33.79,10,active,1
FER-TABCAP,"FER-XIO TAB",,,TAB_CAP,,TAB,TAB,TAB,44.5,10,active,1
EMP-10MG-TABCAP,"empflo 10mg",,,TAB_CAP,10MG,TAB,TAB,TAB,25.71,10,active,1
GAN-TABCAP-001,"ganaton od",,,TAB_CAP,,TAB,TAB,TAB,55,10,active,1
PKM-TABCAP,"PK MERZ TAB",,,TAB_CAP,,TAB,TAB,TAB,46,10,active,1
RAH-MISC,"RAHAT TISHO",,,MISC,,PC,PC,PC,300,10,active,1
JUS-MISC,"jushnada flu",,,MISC,,PC,PC,PC,20,10,active,1
CRE-MISC-002,"CREAP  BANDAGE 6 INCH",,,MISC,,PC,PC,PC,259,10,active,1
WAR-5MG-TABCAP,"WARFIN 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,14.41,10,active,1
MUS-4MG-INJ-001,"MUSCORIL 4MG/2ML INJ",,,INJ,4MG,INJ,INJ,INJ,211,10,active,1
REC-10MG-MISC,"RECADA INFANT 10 MG SACHET",,,MISC,10MG,PC,PC,PC,33,10,active,1
SEN-25MG-TABCAP,"SENSIVAL 25MG TAB",,,TAB_CAP,25MG,TAB,TAB,TAB,9.9,10,active,1
LOP-667MG-TABCAP,"LOPHOS 667MG TAB",,,TAB_CAP,667MG,TAB,TAB,TAB,7.7,10,active,1
ALF-0.5MG-TABCAP,"ALFA D 0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,30,10,active,1
RIV-2MG-TABCAP,"RIVOTRIL 2MG TAB",,,TAB_CAP,2MG,TAB,TAB,TAB,17,10,active,1
TOP-50MG-TABCAP,"TOPAGEN 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,48,10,active,1
ALD-100MG-TABCAP,"ALDACTONE 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,25.68,10,active,1
NEO-TABCAP-001,"NEO MERCAZOLE TAB",,,TAB_CAP,,TAB,TAB,TAB,2.69,10,active,1
NEP-75MG-TABCAP,"NEPCO 75MG",,,TAB_CAP,75MG,TAB,TAB,TAB,31.43,10,active,1
WEL-TABCAP,"WELPO CAP",,,TAB_CAP,,TAB,TAB,TAB,17.71,10,active,1
LAN-TABCAP,"LANOXIN 0.25",,,TAB_CAP,,TAB,TAB,TAB,3.24,10,active,1
ALP-TABCAP,"ALPHA D",,,TAB_CAP,,TAB,TAB,TAB,30,10,active,1
DEP-40MG-TABCAP,"DEPRICAP 40MG",,,TAB_CAP,40MG,TAB,TAB,TAB,54.66,10,active,1
GRA-1ML-INJ,"gravibinan 1ml",,,INJ,1ML,INJ,INJ,INJ,378.079999999999984,10,active,1
MOB-75MG-TABCAP,"MOBIL-K 75MG TAB",,,TAB_CAP,75MG,TAB,TAB,TAB,7.59,10,active,1
SUC-TABCAP,"SUCCEED TAB",,,TAB_CAP,,TAB,TAB,TAB,41.66,10,active,1
NEU-MISC,"NEUTEEN SHAMPOO",,,MISC,,PC,PC,PC,750,10,active,1
SCA-DROPS-001,"SCABOUT SOAP",,,DROPS,,DRP,DRP,DRP,350,10,active,1
AUS-DROPS-002,"AUSTAFUS-H CREAM",,,DROPS,,DRP,DRP,DRP,460,10,active,1
MON-TABCAP-001,"MONTISIM TAB",,,TAB_CAP,,TAB,TAB,TAB,22.14,10,active,1
COR-5MG-TABCAP,"CORALAN 5MG",,,TAB_CAP,5MG,TAB,TAB,TAB,35,10,active,1
BEN-TABCAP,"BENPROST MG",,,TAB_CAP,,TAB,TAB,TAB,75,10,active,1
PRO-MISC-005,"PROCHIRO SACHET",,,MISC,,PC,PC,PC,90,10,active,1
TRO-8MG-TABCAP,"TROJUP 8MG TAB",,,TAB_CAP,8MG,TAB,TAB,TAB,52.5,10,active,1
SUG-MISC,"SUGAR STRIPS",,,MISC,,PC,PC,PC,100,10,active,1
KPR-10MG-TABCAP,"KPRAM 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,31.79,10,active,1
DOR-DROPS,"dortim drop",,,DROPS,,DRP,DRP,DRP,1033.29999999999995,10,active,1
DAK-MISC,"daktarin orel gell",,,MISC,,PC,PC,PC,215,10,active,1
BAC-10MG-TABCAP,"BACLIN 10MG",,,TAB_CAP,10MG,TAB,TAB,TAB,9.67,10,active,1
BUR-MISC-001,"BURAT CHAMBER",,,MISC,,PC,PC,PC,1000,10,active,1
HER-60MG-TABCAP,"HERBESSOR 60MG TAB",,,TAB_CAP,60MG,TAB,TAB,TAB,21.2,10,active,1
PYO-MISC-001,"PYODINE SOL",,,MISC,,PC,PC,PC,190,10,active,1
POT-TABCAP,"POTACIT TAB",,,TAB_CAP,,TAB,TAB,TAB,38.33,10,active,1
CLO-MISC,"CLOZOLE-H CREAM",,,MISC,,PC,PC,PC,132.66999999999999,10,active,1
SER-16MG-TABCAP,"SERC 16MG TAB",,,TAB_CAP,16MG,TAB,TAB,TAB,26.83,10,active,1
SER-TABCAP-001,"SERADEP10MG TAB",,,TAB_CAP,,TAB,TAB,TAB,32.86,10,active,1
SER-20MG-TABCAP,"SERADEP 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,48.57,10,active,1
SYN-DROPS,"SYNICOM OPTHALMIC DROPS",,,DROPS,,DRP,DRP,DRP,1100,10,active,1
YTI-TABCAP-001,"YTIG TAB",,,TAB_CAP,,TAB,TAB,TAB,118.34,10,active,1
LUL-10MG-TABCAP,"lulast 10mg",,,TAB_CAP,10MG,TAB,TAB,TAB,33.93,10,active,1
LEX-SYP-001,"lexobran syp",,,SYP,,SYP,SYP,SYP,183,10,active,1
CLE-MISC-002,"clenil arosol",,,MISC,,PC,PC,PC,137.099999999999994,10,active,1
LAD-DROPS,"ladosporin drop",,,DROPS,,DRP,DRP,DRP,59,10,active,1
NES-TABCAP,"nesgesic forte",,,TAB_CAP,,TAB,TAB,TAB,10,10,active,1
RIV-0.5MG-TABCAP,"RIVOTRIL 0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,6.42,10,active,1
CLO-10GM-MISC,"CLOZOLE 10GM CREAM",,,MISC,10GM,PC,PC,PC,91.3,10,active,1
PRO-MISC-006,"protectpore dressing 15*9",,,MISC,,PC,PC,PC,80,10,active,1
DIP-MISC,"DIPROCORT CREAM",,,MISC,,PC,PC,PC,145,10,active,1
DIP-MISC-001,"DIPROCORT-C CREAM",,,MISC,,PC,PC,PC,160,10,active,1
DIP-MISC-002,"DIPROCORT-G OINT",,,MISC,,PC,PC,PC,179,10,active,1
FEX-120MG-TABCAP-001,"FEXOPRIME 120MG TAB",,,TAB_CAP,120MG,TAB,TAB,TAB,19.75,10,active,1
FEX-180MG-TABCAP-001,"FEXOPRIME 180MG TAB",,,TAB_CAP,180MG,TAB,TAB,TAB,34.9,10,active,1
FOS-5GM-MISC,"FOSEDIC H 5GM CREAM",,,MISC,5GM,PC,PC,PC,185,10,active,1
FOS-15GM-MISC,"FOSEDIC H 15GM CREAM",,,MISC,15GM,PC,PC,PC,398,10,active,1
FEX-60MG-TABCAP-001,"FEXOPRIME 60MG TAB",,,TAB_CAP,60MG,TAB,TAB,TAB,11,10,active,1
ADA-30MG-TABCAP,"ADALATLA 30MG TAB",,,TAB_CAP,30MG,TAB,TAB,TAB,41.66,10,active,1
MIS-20MG-TABCAP,"MISAR 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,19.8,10,active,1
CLE-6ML-INJ,"CLEXANE 6000 6ML INJ",,,INJ,6ML,INJ,INJ,INJ,1456,10,active,1
INO-1MG-TABCAP,"INOGRAF 1MG CAP",,,TAB_CAP,1MG,TAB,TAB,TAB,89.17,10,active,1
INO-0.5MG-TABCAP,"INOGRAF 0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,55.27,10,active,1
SAL-500MG-TABCAP,"SALAZODINE EC 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,15.41,10,active,1
GRA-2ML-INJ,"GRAVIBINAN AMPOULE 2ML INJ",,,INJ,2ML,INJ,INJ,INJ,661.29999999999995,10,active,1
BON-0.5MG-TABCAP,"BONE LIFT 0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,30.67,10,active,1
QUS-100MG-TABCAP,"QUSEL 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,45.84,10,active,1
DIS-TABCAP,"DISPRIN TAB",,,TAB_CAP,,TAB,TAB,TAB,3.12,10,active,1
GLY-MISC,"glycrin spasrid",,,MISC,,PC,PC,PC,79,10,active,1
MET-2.5MG-TABCAP,"methotrixate 2.5mg",,,TAB_CAP,2.5MG,TAB,TAB,TAB,26,10,active,1
ZYL-100MG-TABCAP,"ZYLORIC 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,3.65,10,active,1
ZYL-300MG-TABCAP,"ZYLORIC 300MG TAB",,,TAB_CAP,300MG,TAB,TAB,TAB,8.91,10,active,1
DAO-5MG-TABCAP,"DAONIL 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,4.11,10,active,1
BRI-0.2-DROPS,"BRIMO 0.2%OPTHALMIC SOL",,,DROPS,0.2%,DRP,DRP,DRP,575,10,active,1
ENT-TABCAP-002,"ENTOX-P TAB",,,TAB_CAP,,TAB,TAB,TAB,3.73,10,active,1
GRA-500MG-INJ,"grasil 500mg",,,INJ,500MG,INJ,INJ,INJ,385,10,active,1
MUV-MISC-001,"MUVCAM LOTION",,,MISC,,PC,PC,PC,325,10,active,1
CIP-250MG-SYP,"CIPESTA SYP 250MG",,,SYP,250MG,SYP,SYP,SYP,285,10,active,1
AZO-250MG-TABCAP,"AZOMAX 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,64,10,active,1
AZO-500MG-TABCAP,"AZOMAX 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,88.66,10,active,1
MAS-400MG-TABCAP,"MASACOL 400MG TAB",,,TAB_CAP,400MG,TAB,TAB,TAB,42.82,10,active,1
TRE-500MG-TABCAP,"TREVIAMET 50/500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,40.5,10,active,1
MET-TABCAP,"METHYCOBAL TAB",,,TAB_CAP,,TAB,TAB,TAB,30,10,active,1
SAF-INJ,"SAFMED INJ",,,INJ,,INJ,INJ,INJ,100,10,active,1
MYT-10MG-TABCAP,"MYTEKA 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,37.71,10,active,1
LER-MISC,"LERACE ORAL SOL.",,,MISC,,PC,PC,PC,365.60000000000002,10,active,1
XEN-5MG-TABCAP-001,"XENGLU-LIN 25/5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,56.71,10,active,1
VOR-INJ,"VOREN INJ",,,INJ,,INJ,INJ,INJ,53.25,10,active,1
INF-TABCAP,"INFLAMTIX TAB",,,TAB_CAP,,TAB,TAB,TAB,10.65,10,active,1
RIS-2MG-TABCAP,"RISP 2MG",,,TAB_CAP,2MG,TAB,TAB,TAB,36.58,10,active,1
THY-TABCAP,"THYROXIN TAB",,,TAB_CAP,,TAB,TAB,TAB,2.39,10,active,1
ZEN-20MG-TABCAP,"ZENTRO 20MG",,,TAB_CAP,20MG,TAB,TAB,TAB,16.21,10,active,1
TRI-35MG-TABCAP,"TRIKAT 35 MG",,,TAB_CAP,35MG,TAB,TAB,TAB,25,10,active,1
BIO-MISC-001,"biomousse flora",,,MISC,,PC,PC,PC,520,10,active,1
CEF-250MG-INJ,"CEFOWRD 250MG INJ",,,INJ,250MG,INJ,INJ,INJ,173.96000000000001,10,active,1
UNI-500MG-INJ,"UNIXONE 500MG INJ",,,INJ,500MG,INJ,INJ,INJ,270,5,active,1
CLA-INJ,"CLAFORAN INJ",,,INJ,,INJ,INJ,INJ,134.22999999999999,2,active,1
OST-INJ,"OSTEOMED INJ",,,INJ,,INJ,INJ,INJ,189.46000000000001,2,active,1
VEL-INJ,"VELSAK INJ",,,INJ,,INJ,INJ,INJ,130.19999999999999,1,active,1
GEN-20MG-INJ,"GENTAMYCIN 20MG INJ",,,INJ,20MG,INJ,INJ,INJ,19.6,1,active,1
LIG-2ML-INJ,"LIGNOCAINE 2ML INJ",,,INJ,2ML,INJ,INJ,INJ,20,5,active,1
MAT-INJ,"MATEY INJ",,,INJ,,INJ,INJ,INJ,65,1,active,1
NEO-INJ,"NEOPYROLATE INJ",,,INJ,,INJ,INJ,INJ,188.58000000000001,2,active,1
ADR-INJ,"ADRENALINE INJ",,,INJ,,INJ,INJ,INJ,100,2,active,1
ELI-INJ,"ELITOPINE INJ",,,INJ,,INJ,INJ,INJ,100,10,active,1
BEN-INJ,"BENTAVIL INJ",,,INJ,,INJ,INJ,INJ,20,2,active,1
MOF-INJ,"MOFEST INJ",,,INJ,,INJ,INJ,INJ,585,1,active,1
PEL-SYP-002,"PELTON V SYP",,,SYP,,SYP,SYP,SYP,178,1,active,1
LOR-SYP,"LORDIN SYP",,,SYP,,SYP,SYP,SYP,79.48999999999999,10,active,1
CAL-SYP-002,"CALCIUM P SYP",,,SYP,,SYP,SYP,SYP,175,2,active,1
NEO-SYP,"NEO SEDIL SYP",,,SYP,,SYP,SYP,SYP,114.099999999999994,1,active,1
COD-DROPS,"CO-DROZOL DROP",,,DROPS,,DRP,DRP,DRP,1260,10,active,1
HYD-DROPS-001,"HYDROQUIN PLUS",,,DROPS,,DRP,DRP,DRP,166.90000000000001,10,active,1
101-1000ML-INJ,"10% 1000ML",,,INJ,1000ML,INJ,INJ,INJ,140,10,active,1
510-1000ML-INJ,"5% 1000ML",,,INJ,1000ML,INJ,INJ,INJ,149,10,active,1
STO-MISC,"STOMACH TUBE",,,MISC,,PC,PC,PC,400,10,active,1
PRO-MISC-007,"PROLINE 4.0",,,MISC,,PC,PC,PC,1000,10,active,1
SUR-MISC-003,"SURGICAL GLOVES 7.5",,,MISC,,PC,PC,PC,200,10,active,1
SIL-MISC-001,"SILICON FOLLEYS",,,MISC,,PC,PC,PC,1000,10,active,1
SPI-MISC,"SPIRIT LARGE",,,MISC,,PC,PC,PC,120,10,active,1
LIQ-MISC,"LIQUID PARAFIN",,,MISC,,PC,PC,PC,30,10,active,1
GLY-MISC-001,GLYCERINE,,,MISC,,PC,PC,PC,40,10,active,1
PRE-MISC,"PREGNANCY STRIPS",,,MISC,,PC,PC,PC,50,10,active,1
DEL-MISC,"DELISH VANILA MILK",,,MISC,,PC,PC,PC,2698,10,active,1
LEX-3MG-TABCAP,"LEXOTANIL 3MG TAB",,,TAB_CAP,3MG,TAB,TAB,TAB,12.36,10,active,1
INS-MISC-004,"INSUGET N",,,MISC,,PC,PC,PC,970,10,active,1
OXO-MISC-001,"OXOFRIN SOLUTION",,,MISC,,PC,PC,PC,1500,10,active,1
CIT-SACHET,"CITOSODA SATCHET",,,SACHET,,SACH,SACH,SACH,17.63,10,active,1
EPI-INJ,"EPINOR INJ",,,INJ,,INJ,INJ,INJ,400,10,active,1
ARI-INJ,"ARILAX INJ",,,INJ,,INJ,INJ,INJ,45.4,10,active,1
COD-DROPS-001,"CO DORZAL DROPS",,,DROPS,,DRP,DRP,DRP,1260.1099999999999,10,active,1
SAC-51MG-TABCAP,"SACVIN 49/51MG TAB",,,TAB_CAP,51MG,TAB,TAB,TAB,75,10,active,1
VAL-TABCAP-002,"VALAM H  10/160/25",,,TAB_CAP,,TAB,TAB,TAB,18,10,active,1
CYT-2.5MG-TABCAP,"CYTOTRAXETA 2.5MG",,,TAB_CAP,2.5MG,TAB,TAB,TAB,26,10,active,1
VIL-TABCAP,"VILDOS TAB",,,TAB_CAP,,TAB,TAB,TAB,24,10,active,1
QSA-25MG-TABCAP,"QSARTAN 25MG TAB",,,TAB_CAP,25MG,TAB,TAB,TAB,64,10,active,1
LET-2.5MG-TABCAP,"LETOCOR 2.5MG",,,TAB_CAP,2.5MG,TAB,TAB,TAB,239,10,active,1
TAN-4MG-TABCAP,"TANDOLAX 4MG TAB",,,TAB_CAP,4MG,TAB,TAB,TAB,24.8,10,active,1
LOC-TABCAP,"LOCYST TAB",,,TAB_CAP,,TAB,TAB,TAB,19.7,10,active,1
MAC-250MG-TABCAP,"MACROBAC 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,50.3,10,active,1
MAC-500MG-TABCAP,"MACROBAC 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,82.90000000000001,10,active,1
LEV-25MG-TABCAP,"LEVOPRAID 25MG TAB",,,TAB_CAP,25MG,TAB,TAB,TAB,20.3,10,active,1
ETH-TABCAP,"ETHISLIM TAB",,,TAB_CAP,,TAB,TAB,TAB,51.7,10,active,1
DUV-TABCAP,"DUVEL TAB",,,TAB_CAP,,TAB,TAB,TAB,31.3,10,active,1
CAM-400MG-TABCAP,"CAMBIVIAR 400MG TAB",,,TAB_CAP,400MG,TAB,TAB,TAB,16,10,active,1
CAM-TABCAP,"CAMBIVIAR FORT TAB",,,TAB_CAP,,TAB,TAB,TAB,16,10,active,1
CIP-TABCAP,"CIPROXIN 250 TAB",,,TAB_CAP,,TAB,TAB,TAB,37.4,10,active,1
TAM-0.4MG-TABCAP-002,"TAMSOLIN 0.4MG TAB",,,TAB_CAP,0.4MG,TAB,TAB,TAB,61.3,10,active,1
GON-TABCAP,"GONADIL F TAB",,,TAB_CAP,,TAB,TAB,TAB,30.8,10,active,1
ERB-TABCAP,"ERBINK TAB",,,TAB_CAP,,TAB,TAB,TAB,67.5,10,active,1
ACC-TABCAP,"ACCURA TAB",,,TAB_CAP,,TAB,TAB,TAB,22.5,10,active,1
ERB-125MG-TABCAP,"ERBINK 125MG TAB",,,TAB_CAP,125MG,TAB,TAB,TAB,48,10,active,1
GAB-100MG-TABCAP,"GABICA 100MG CAP",,,TAB_CAP,100MG,TAB,TAB,TAB,45.4,10,active,1
MYO-TABCAP-002,"MYOXEC TAB",,,TAB_CAP,,TAB,TAB,TAB,74.5,10,active,1
VPR-10MG-TABCAP,"VPRAZAN 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,26.6,10,active,1
PEL-TABCAP-003,"PELTON TAB",,,TAB_CAP,,TAB,TAB,TAB,8.9,10,active,1
LAT-TABCAP,"LATEL TAB",,,TAB_CAP,,TAB,TAB,TAB,22.3,10,active,1
VOM-TABCAP,"VOMIC D TAB",,,TAB_CAP,,TAB,TAB,TAB,25,10,active,1
CRE-TABCAP,"CRESLIN TAB",,,TAB_CAP,,TAB,TAB,TAB,80,10,active,1
AMC-TABCAP,"AMC TAB",,,TAB_CAP,,TAB,TAB,TAB,27.5,10,active,1
FIR-TABCAP,"FIRTY-M TAB",,,TAB_CAP,,TAB,TAB,TAB,80,10,active,1
PEP-TABCAP,"PEPCAP TAB",,,TAB_CAP,,TAB,TAB,TAB,30.4,10,active,1
FLE-TABCAP,"FLEXIMAC TAB",,,TAB_CAP,,TAB,TAB,TAB,62.5,10,active,1
TAM-TABCAP-001,"TAMSOLIN PLUS CAP",,,TAB_CAP,,TAB,TAB,TAB,121,10,active,1
CEL-200MG-TABCAP-001,"CELOX 200MG TAB",,,TAB_CAP,200MG,TAB,TAB,TAB,16.5,10,active,1
MAG-TABCAP,"MAGZICAL-D TAB",,,TAB_CAP,,TAB,TAB,TAB,35,10,active,1
FER-TABCAP-001,"FERTISURE TAB",,,TAB_CAP,,TAB,TAB,TAB,49,10,active,1
LAN-30MG-TABCAP,"LANZOL 30MG CAP",,,TAB_CAP,30MG,TAB,TAB,TAB,40,10,active,1
POL-SACHET,"POLEGREN SCH",,,SACHET,,SACH,SACH,SACH,39.3,10,active,1
HIL-SACHET,"HILGAS SCH",,,SACHET,,SACH,SACH,SACH,18.5,10,active,1
AIN-SACHET,"AINNO FLU SCH",,,SACHET,,SACH,SACH,SACH,20,10,active,1
CIP-TABCAP-001,"CIPROXIN 250",,,TAB_CAP,,TAB,TAB,TAB,37,10,active,1
